halide_identifier,halide_SMILES
H8542,C1CCCC(CC1)NC(=O)C2=CC=CC=C2Br
H8543,C1CCC(C1)NC(=O)C2=CC=CC=C2Br
H8544,CC1CCCN(C1)S(=O)(=O)C2=CC=C(C=C2)Br
H8545,CN1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)Br
H8546,C1CCC(C1)NC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])Cl
H8547,C1CCCN(CC1)C(=O)C2=C(C=CC(=C2)[N+](=O)[O-])Cl
H8548,CCCNC(=O)C1=C(C=C(C=C1)[N+](=O)[O-])Cl
H8549,CCCCCCNC(=O)C1=C(C=C(C=C1)[N+](=O)[O-])Cl
H8550,CCN(C1CCCCC1)C(=O)C2=C(C=C(C=C2)[N+](=O)[O-])Cl
H8551,CCCCCCCNC(=O)C1=C(C=C(C=C1)[N+](=O)[O-])Cl
H8552,CNC(=O)C1=C(C=C(C=C1)[N+](=O)[O-])Cl
H8553,C1CCC(C1)NC(=O)C2=C(C=C(C=C2)[N+](=O)[O-])Cl
H8554,C1CCC(CC1)NC(=O)C2=C(C=C(C=C2)[N+](=O)[O-])Cl
H8555,CCN(C1CCCCC1)C(=O)C2=CC(=C(C=C2)Cl)[N+](=O)[O-]
H8556,CCCCNC(=O)C1=CC(=C(C=C1)Cl)[N+](=O)[O-]
H8557,CC1CC(CN(C1)C(=O)C2=CC(=C(C=C2)Cl)[N+](=O)[O-])C
H8558,CC1CCN(CC1)C(=O)C2=CC(=C(C=C2)Cl)[N+](=O)[O-]
H8559,C1CCCN(CC1)C(=O)C2=CC(=C(C=C2)Cl)[N+](=O)[O-]
H8560,C1CCC(CC1)NC(=O)C2=CC(=C(C=C2)Cl)[N+](=O)[O-]
H8561,C1=C(C=C(C(=C1C(=O)N)Cl)[N+](=O)[O-])[N+](=O)[O-]
H8562,CCOC(=O)C(=NNC1=CC(=CC=C1)F)C#N
H8563,CC1(CC2=C(C(C(=C(O2)N)C#N)C3=CC=CC=C3Cl)C(=O)C1)C
H8564,COC(=O)C(=NNC1=CC=CC=C1Cl)C#N
H8565,CCOC(=O)C(=NNC1=CC=C(C=C1)I)C#N
H8566,CCOC(=O)C(=NNC1=CC=CC=C1I)C#N
H8567,CCOC(=O)C1=C(OC2=C(C1C3=CC=CC=C3F)C(=O)CC(C2)(C)C)N
H8568,CCCCC(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC1=CC=C(C=C1)F
H8569,CCCCC(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC1=CC=C(C=C1)Cl
H8570,CC(C)CC(=O)NC(C1=CC=C(C=C1)Br)NC(=O)CC(C)C
H8571,CCCCCCCCCC(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC1=CC=C(C=C1)F
H8572,CCCCCCCCCC(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC1=CC=C(C=C1)Cl
H8573,CCCCCCCCCC(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC1=CC(=CC=C1)Br
H8574,CCCCCCCCCC(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC1=CC=C(C=C1)Br
H8575,CCCCCCCCCC(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC1=CC=CC=C1I
H8576,CCCCCCCCCC(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC1=CC=C(C=C1)I
H8577,CCCCCCCCCCCCCC(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC1=CC=C(C=C1)Br
H8578,CCCCCCCCCCCCCC(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC1=CC=C(C=C1)I
H8579,C1CCC(CC1)NC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])Cl
H8580,CC(C)OC(=O)C(=CC1=CC=C(C=C1)F)C#N
H8581,COC(=O)C(=CC1=CC=C(C=C1)F)C#N
H8582,C1=CC(=C(N=C1)Cl)NC(=O)CCl
H8583,C1=CC=C(C(=C1)NC(=O)CCl)F
H8584,C1=CC(=C(C=C1Br)NC(=O)CCl)O
H8585,C1=CC(=C(C=C1NC(=O)CCl)Cl)NC(=O)CCl
H8586,CC(=O)NC1=C(C=CC(=C1)Cl)OC
H8587,CC1=C(C(=CC=C1)Cl)NC(=O)C
H8588,CCCCN(CCCC)C(=O)C1=CC(=C(C=C1)Cl)[N+](=O)[O-]
H8589,C1=CC(=C(C=C1C(=O)N(CC#N)CC#N)[N+](=O)[O-])Cl
H8590,COC(=O)CNC(=O)C1=CC(=C(C=C1)Cl)[N+](=O)[O-]
H8591,CCCCCCCNC(=O)C1=CC(=C(C=C1)Cl)[N+](=O)[O-]
H8592,CCCCCCNC(=O)C1=CC(=C(C=C1)Cl)[N+](=O)[O-]
H8593,CCCCCCCCNC(=O)C1=CC(=C(C=C1)Cl)[N+](=O)[O-]
H8594,CC(C)CNC(=O)C1=CC(=C(C=C1)Cl)[N+](=O)[O-]
H8595,CCC(C)NC(=O)C1=CC(=C(C=C1)Cl)[N+](=O)[O-]
H8596,COC(=O)CNC(=O)C1=C(C=C(C=C1)[N+](=O)[O-])Cl
H8597,CC(C)CNC(=O)C1=C(C=C(C=C1)[N+](=O)[O-])Cl
H8598,CCC(C)NC(=O)C1=C(C=C(C=C1)[N+](=O)[O-])Cl
H8599,CCCCN(CCCC)C(=O)C1=C(C=CC(=C1)[N+](=O)[O-])Cl
H8600,C1CCC(CC1)NC2=C(C=C(C=C2)Cl)[N+](=O)[O-]
H8601,CC(C)OC1=C(C=C(C=C1)CN2CCNCC2)Cl
H8602,C1CN(CCN1CCO)CC(=O)C2=CC=C(C=C2)F
H8603,CCCCCCCCCC(=O)NC1=CC=C(C=C1)F
H8604,CCCCCCCCCC(=O)NCCC1=CC=C(C=C1)Cl
H8605,CCCCCCCCCC(=O)NCC1=CC=C(C=C1)Cl
H8606,CCCCCCCCCC(=O)NC1=C(C=CC(=C1)C(F)(F)F)Cl
H8607,CCCCCCCCCC(=O)NC1=CC=C(C=C1)Br
H8608,C=CC(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC1=CC=C(C=C1)I
H8609,C=CC(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC1=CC=C(C=C1)Br
H8610,C=CC(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC1=CC=CC=C1I
H8611,C=CC(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC1=CC=C(C=C1)Cl
H8612,C1CCC(C1)NC(=O)COC2=CC=C(C=C2)Br
H8613,CC1(OC(=O)C(=CC2=CC=C(O2)I)C(=O)O1)C
H8614,C1=CC(=CC=C1NC2C(=O)NC(=O)S2)Cl
H8615,C1=CC(=CC=C1C=C2C(=O)N(C(=O)S2)CCC#N)Cl
H8616,CN=C(NC#N)SCC(=O)C1=CC(=CC=C1)Br
H8617,C1C2C=CC1C3C2C(=O)N(C3=O)NC(=O)C4=CC(=C(C=C4)Cl)[N+](=O)[O-]
H8618,CCOC(=O)C1=C(OC(=C(C1C2=CC3=C(C=C2Cl)OCO3)C#N)N)C
H8619,C1CC2=C(C(C(=C(O2)N)C#N)C3=C(C4=C(C=C3)OCO4)Cl)C(=O)C1
H8620,CN=C(NC#N)SCC(=O)C1=CC=C(C=C1)Br
H8621,CC1(CCC2=C(C1=O)C(C(=C(O2)N)C#N)C3=CC(=CC=C3)F)C
H8622,CC1(N=C(NC(=N1)NC2=CC=CC=C2Br)N)C
H8623,CSC(=NC#N)SCC(=O)C1=CC=C(C=C1)Cl
H8624,C1CCC2(CC1)N=C(NC(=N2)NC3=CC=C(C=C3)Br)N
H8625,CC1(N=C(NC(=N1)NC2=CC=C(C=C2)Br)N)C
H8626,CCOC1=C(C=C(C=C1)Cl)C2C(=C(OC3=C2C(=O)CC(C3)(C)C)N)C#N
H8627,CN=C(NC#N)SCC(=O)C1=CC=C(C=C1)F
H8628,CCOC(=O)C1=NC(=NC=C1Cl)S(=O)(=O)C
H8629,CCC(C)C(C(=O)O)NS(=O)(=O)C1=CC=C(C=C1)Cl
H8630,CC1=C(C=CC(=C1)OCC2CO2)Cl
H8631,C1=CC(=CC=C1C=CC(=O)NCC(=O)O)Cl
H8632,C1=CC(=CC=C1NC(=O)CC#N)F
H8633,CC(=C(C(=O)NC1=CC=C(C=C1)Cl)N=O)O
H8634,CCOC(=O)C(=O)NC1=CC=C(C=C1)F
H8635,COC(=O)C(=O)C(C#N)C1=CC=CC=C1Cl
H8636,C1=CC(=CC=C1N2C(=O)C(=C(C2=O)Cl)Cl)Cl
H8637,C1=CC(=CC=C1NC(=O)C(=O)NNC(=S)N)Cl
H8638,C1=CC(=C(C=C1Cl)[N+](=O)[O-])NC(=O)C(=O)NNC(=O)C(=O)N
H8639,CCOC(=O)C(=C(C)O)N=NC1=C(C=C(C=C1)Cl)C
H8640,C1=CC(=CC(=C1)Cl)N2C(=O)C(=C(C2=O)Cl)Cl
H8641,C1=CC(=CC=C1C=C2C(=O)NC(=O)N2)Cl
H8642,CCOC(=O)C(=O)NC1=CC=C(C=C1)Br
H8643,C1CC(=O)C(CC1=O)C(=O)CCC(=O)NC2=CC=C(C=C2)Cl
H8644,CC1=C(C=CC(=C1)Cl)OCC(=O)N
H8645,CC1=C(C=CC(=C1)Cl)N2C(=O)C(C(=O)C2=O)C(=O)C
H8646,C1=CC(=CC(=C1)Cl)NC(=O)NO
H8647,CC12C=CC(O1)C3C2C(=O)N(C3=O)C4=CC=CC=C4Cl
H8648,CCCCCCCCCCCCCC(=O)NC(C(Cl)(Cl)Cl)NC1=C(C=CC(=C1)C(F)(F)F)Cl
H8649,CCCCCCCCCCCC(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC1=CC=CC=C1Cl
H8650,CC(C)C(=O)NC(C(Cl)(Cl)Cl)OC1=CC=CC=C1Cl
H8651,C1=CC=C(C(=C1)C=C2C(=O)NC(=S)S2)Cl
H8652,C1CCN(CC1)C(=O)C=CC2=CC=C(C=C2)Cl
H8653,C1CC(OC1)CNC(=O)C=CC2=CC=C(C=C2)Cl
H8654,C1CCN(C1)C(=O)C=CC2=CC=C(C=C2)Cl
H8655,C=CCNC(=O)C=CC1=CC=CC=C1Cl
H8656,CC1=C(C(NC(=O)N1)C2=CC=C(C=C2)Cl)C(=O)OCCOC
H8657,CC1=C(C(NC(=O)N1)C2=CC=C(C=C2)Cl)C(=O)OC
H8658,CC1=C(C(C(=C(N1)C)C(=O)OCC=C)C2=CC=CC=C2F)C(=O)OCC=C
H8659,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=C(C=C2)F)C(=O)OC(C)C
H8660,CC1=C(C(C(=C(N1)C)C(=O)OCC=C)C2=CC=CC=C2Cl)C(=O)OCC=C
H8661,CC1=C(C(C(=C(N1)C)C(=O)OCC=C)C2=CC(=CC=C2)Cl)C(=O)OCC=C
H8662,CC(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC1=C(C=CC(=C1)C(F)(F)F)Cl
H8663,CCCCN1C(=O)C(=CC2=CC=C(C=C2)F)SC1=S
H8664,CCCCN1C(=O)C(=CC2=CC(=CC=C2)Br)SC1=S
H8665,CC(C)N1C(=O)C(=CC2=CC=CC=C2Cl)SC1=S
H8666,CC(C)N1C(=O)C(=CC2=CC=C(C=C2)Cl)SC1=S
H8667,CC1=C(C(NC(=S)N1)C2=CC=CC=C2Cl)C(=O)OC
H8668,CC1=C(C(NC(=O)N1C)C2=CC=CC=C2Cl)C(=O)OC
H8669,C1=CC(=CC(=C1)Br)C=C(C#N)C#N
H8670,C1CS(=O)(=O)CC1N=CC2=CC=CC=C2Cl
H8671,C1=CC(=CC=C1NC(C(Cl)(Cl)Cl)NC(=O)CF)Br
H8672,CC(C)(C)C(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC1=CC(=CC=C1)Cl
H8673,C1CS(=O)(=O)CC1NC(=O)COC2=CC=C(C=C2)Cl
H8674,CCN1C(=O)C(=CC2=CC=CC=C2Cl)SC1=S
H8675,CCN1C(=O)C(=CC2=CC(=CC=C2)Br)SC1=S
H8676,CCN1C(=O)C(=CC2=CC=CC=C2F)SC1=S
H8677,CCCCN1C(=O)C(=CC2=CC=CC=C2Cl)SC1=S
H8678,CC(C)CN1C(=O)C(=CC2=CC=CC=C2Cl)SC1=S
H8679,CC(C)CN1C(=O)C(=CC2=CC=C(C=C2)F)SC1=S
H8680,CC(C)CN1C(=O)C(=CC2=CC(=CC=C2)Br)SC1=S
H8681,CC(C)CN1C(=O)C(=CC2=CC=CC=C2F)SC1=S
H8682,CC1CCN(CC1)C(=O)C=CC2=CC=C(C=C2)Cl
H8683,C1CS(=O)(=O)CC1NC(=O)C=CC2=CC=C(C=C2)Cl
H8684,CCCCCCN1C(=O)C(=CC2=CC=C(C=C2)F)SC1=S
H8685,CCCCCCN1C(=O)C(=CC2=CC(=CC=C2)Br)SC1=S
H8686,CC1=C(C(NC(=S)N1)C2=CC=C(C=C2)Cl)C(=O)OC
H8687,CCCCCN1C(=O)C(=CC2=CC(=CC=C2)Br)SC1=S
H8688,CCCCCN1C(=O)C(=CC2=CC=CC=C2F)SC1=S
H8689,CC1=C(C(N(C(=O)N1)C(=O)C)C2=CC=C(C=C2)F)C(=O)OC
H8690,CCCCCN1C(=O)C(=CC2=CC=CC=C2Cl)SC1=S
H8691,CCCCCCN1C(=O)C(=CC2=CC=CC=C2Cl)SC1=S
H8692,C1=CC(=CC=C1C=C2C(=O)N(C(=S)S2)CC(=O)O)Cl
H8693,CCCCCN1C(=O)C(=CC2=CC=C(C=C2)Cl)SC1=S
H8694,CCCCCN1C(=O)C(=CC2=CC=C(C=C2)F)SC1=S
H8695,COC(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC1=CC=C(C=C1)Br
H8696,CC(C)C(C(=O)O)NC1=C(C=C(C=C1)C(F)(F)F)Cl
H8697,CCC(CO)NC(=O)C1=CC=CC=C1F
H8698,CCCCCCCCCCCCNC(=O)C1=CC=CC=C1F
H8699,CC(C)(C)C(=O)NCCC1=CC=C(C=C1)Cl
H8700,C1CN(CCN1)CCNC(=O)C2=CC=CC=C2F
H8701,CC1=C(C=CC=C1Br)NC(=O)C
H8702,CC(=O)NC1=CC(=CC=C1)Br
H8703,C1=CC(=CC=C1C(=O)NCC(=O)N)Cl
H8704,CN=C1N(C(=O)C(S1)CC(=O)NC2=CC=CC=C2F)C
H8705,CCN=C1N(C(=O)C(S1)CC(=O)NC2=CC=C(C=C2)F)CC
H8706,CCOP(=O)(C(C(Cl)(Cl)Cl)NC(=O)C1=CC=CC=C1Cl)OCC
H8707,CCOP(=O)(C(=C(Cl)Cl)NC(=O)C1=CC=CC=C1Cl)OCC
H8708,C1=CC(=CC=C1C=C2C(=O)N(C(=O)S2)CC(=O)O)Cl
H8709,C1CS(=O)(=O)CC1NC(=O)COC2=CC=C(C=C2)Br
H8710,C1COCCN1C2=NC(=O)C(=CC3=CC=C(C=C3)Cl)S2
H8711,C1=CC=C(C(=C1)CC(C#N)SC#N)Cl
H8712,C1CCCCCC(CCCCC1)NC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])Cl
H8713,C1CCCCCC(CCCCC1)NC(=O)C2=C(C=C(C=C2)[N+](=O)[O-])Cl
H8714,C1CCC(CC1)C(=O)NCCC2=CC=C(C=C2)Cl
H8715,C1CCC(CC1)C(=O)NC2=CC=C(C=C2)Br
H8716,C1CCC(CC1)C(=O)NCC2=CC=C(C=C2)Cl
H8717,C1CCC(CC1)C(=O)NC2=CC=C(C=C2)F
H8718,C1CCC(CC1)C(=O)NC2=CC=CC=C2Cl
H8719,CC1=C(C=C(C=C1)NC(=O)C2CCCCC2)Cl
H8720,C1CCC(CC1)C(=O)NC2=CC(=CC=C2)Cl
H8721,C1CCC(CC1)NC(=O)NCCC2=CC=C(C=C2)Cl
H8722,CC1=C(C(N2C(=O)CCSC2=N1)C3=CC=C(C=C3)Br)C(=O)OC
H8723,C1COCCN1C2CC(=O)N(C2=O)C3=CC=CC=C3Cl
H8724,C1CSCCOC2=C(C=C(C=C2)Br)OCCSCCO1
H8725,CCCCCC(=O)NC(C(Cl)(Cl)Cl)NC1=CC=CC=C1Cl
H8726,CCCCNC(C(Cl)(Cl)Cl)NC(=O)C1=CC=C(C=C1)Br
H8727,C1CCCN(CC1)C(C(Cl)(Cl)Cl)NC(=O)C2=CC=C(C=C2)Br
H8728,C1CCC2=NC(=CC3=CC=C(C=C3)F)C(=O)N2CC1
H8729,C1(=O)C(=NNC(=O)N1)Br
H8730,C1C(=O)NN=C(S1)N=CC2=CC=C(C=C2)Cl
H8731,CCCCCCCCCCCCCCCC(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC1=CC=C(C=C1)I
H8732,CCCCCCCCCCCCCCCC(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC1=CC(=CC=C1)Br
H8733,CCCCCCCCCCCCCCCC(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC1=CC=C(C=C1)F
H8734,CCCCCCCCCCCCCCCC(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC1=CC=CC=C1Cl
H8735,CCCCCCCCCCCCCCCC(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC1=CC=CC=C1I
H8736,CCCCCCCCCCCCCCCC(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC1=CC=CC=C1Br
H8737,CCCCCCCCCCCCCCCC(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC1=CC=C(C=C1)Cl
H8738,CCCCCCCCCCCCCCCC(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC1=CC=C(C=C1)Br
H8739,CC1=C(CC2C(C1)C(=O)N(C2=O)C3=CC=C(C=C3)F)C
H8740,C1C(C(=O)N(C1=O)C2=CC=CC=C2Cl)N=C3CC(=O)NC(=O)N3
H8741,CCOC(=O)NC(=S)NC1=C(C=C(C=C1)[N+](=O)[O-])Cl
H8742,C1COCCN1C(=S)NC(C(Cl)(Cl)Cl)NC(=O)C2=CC=C(C=C2)F
H8743,COC(=O)NC(C1=CC=C(C=C1)Br)NC(=O)OC
H8744,COC(=O)NC(C1=CC=C(C=C1)F)NC(=O)OC
H8745,C=CC(=O)NC(C1=CC=C(C=C1)F)NC(=O)C=C
H8746,CCCCC(=O)NC(C1=CC=C(C=C1)F)NC(=O)CCCC
H8747,C1=CC(=CC=C1OC(C(Cl)(Cl)Cl)NC=O)Cl
H8748,CCCCC(=O)NC(C(Cl)(Cl)Cl)S(=O)(=O)C1=CC=C(C=C1)Cl
H8749,C1CSC(=N1)SC(C(Cl)(Cl)Cl)NC(=O)C2=CC=C(C=C2)I
H8750,CCCCC(=O)NC(C(Cl)(Cl)Cl)OC1=CC=C(C=C1)Cl
H8751,C1CCC(=NNC(=O)C2=CC=C(C=C2)Cl)CC1
H8752,C1=CC(=CC=C1C=NNC(=O)N)Cl
H8753,C1CCC(=NNC(=O)C2=CC(=CC=C2)Br)CC1
H8754,CC(C)(C)C1CCC(=NNC(=O)COC2=CC=C(C=C2)Br)CC1
H8755,CC1CCC(=NNC(=O)COC2=CC=C(C=C2)Br)CC1
H8756,C1CCC(=NNC(=O)COC2=CC=C(C=C2)Cl)CC1
H8757,CCCCCCCCCC(=O)NN=CC1=CC=C(C=C1)Cl
H8758,CC1CCC(=NNC(=O)C2=CC=C(C=C2)Cl)CC1
H8759,C1CCC(=NNC(=O)C2=C(C=CC(=C2)Br)O)CC1
H8760,CC(C)(C)C1CCC(=NNC(=O)COC2=CC=C(C=C2)Cl)CC1
H8761,C1CCC(=NNC(=O)COC2=CC=C(C=C2)Br)CC1
H8762,CCCCCCCCCC(=O)NN=CC1=C(C=CC(=C1)Br)O
H8763,CN(C)C1=CC(=C(C=C1)Br)[N+](=O)[O-]
H8764,C1=CC(=C(C=C1Cl)[N+](=O)[O-])NCCNCCO
H8765,C1=CC(=CC=C1C(CC(=O)N)CC(=O)O)Cl
H8766,CNC(=S)NNC(=O)C1=CC=C(C=C1)Cl
H8767,C1=CC(=C(C=C1[N+](=O)[O-])S(=O)(=O)Cl)Cl
H8768,CC(C)(C)C1=CC(=C(C(=C1)Cl)O)N
H8769,COC1=C(C=C(C=C1)Br)C(=O)Cl
H8770,CNC(=S)NNC(=O)C1=CC(=CC=C1)Cl
H8771,C1COCCN1S(=O)(=O)C2=C(C=CC(=C2)[N+](=O)[O-])Cl
H8772,CC1=CC(=C(C=C1)NC(=O)CCl)Br
H8773,CC(=O)NCCOC1=CC=CC=C1Cl
H8774,CC(=O)NCCOC1=CC=C(C=C1)F
H8775,CCCCN(CCCC)C(=O)C1=CC=CC=C1Cl
H8776,C1=CC=C(C(=C1)C(=O)N(CC#N)CC#N)Cl
H8777,CCCCCCCNC(=O)C1=CC=CC=C1Cl
H8778,CCCCCCCCNC(=O)C1=CC=CC=C1Cl
H8779,CC(C)CNC(=O)C1=CC=CC=C1Cl
H8780,CCC(C)NC(=O)C1=CC=CC=C1Cl
H8781,CCCCNC(=O)C1=CC=CC=C1Cl
H8782,CCCCN(CCCC)C(=O)C1=CC(=CC=C1)Cl
H8783,C1=CC(=CC(=C1)Cl)C(=O)N(CC#N)CC#N
H8784,CCCCCCCNC(=O)C1=CC(=CC=C1)Cl
H8785,CCCCCCCCNC(=O)C1=CC(=CC=C1)Cl
H8786,CCC(C)NC(=O)C1=CC(=CC=C1)Cl
H8787,CCCCNC(=O)C1=CC(=CC=C1)Cl
H8788,CC(C)(C)C1CCC(=NNC(=O)C2=CC=C(C=C2)Cl)CC1
H8789,CC(C(=O)NN=C1CCCCC1)OC2=CC=C(C=C2)Br
H8790,CCCCCCCCCCCC(=O)NN=CC1=C(C=CC(=C1)Br)O
H8791,CCCCCCCCCCCC(=O)NN=CC1=CC=C(C=C1)Cl
H8792,CC1CCC(=NNC(=O)COC2=CC=C(C=C2)Cl)CC1
H8793,CC1CCC(=NNC(=O)C2=CC=CC=C2I)CC1
H8794,CC(=O)NN=CC1=CC=C(C=C1)Cl
H8795,CC(=O)NN=CC1=C(C=CC(=C1)Br)O
H8796,CC(C(=O)NN=C1CCCCC1)OC2=CC=C(C=C2)Cl
H8797,C1CCC(=NNC(=O)C2=CC=CC=C2I)CC1
H8798,CC(C(=O)NN=C1CCC(CC1)C(C)(C)C)OC2=CC=C(C=C2)Cl
H8799,CC(C(=O)NN=C1CCC(CC1)C(C)(C)C)OC2=CC=C(C=C2)Br
H8800,CC1CCC(=NNC(=O)C(C)OC2=CC=C(C=C2)Cl)CC1
H8801,CC1CCCCC1NC(=O)NC2=CC=C(C=C2)Cl
H8802,CCCCCCCNC(=O)NC1=CC=C(C=C1)Cl
H8803,CC(COC)NC(=O)NC1=CC=C(C=C1)Cl
H8804,C1CCC(CC1)CNC(=O)NC2=CC=C(C=C2)Cl
H8805,C1=CC(=CC=C1NC(=O)NCC(=O)N)Cl
H8806,C1C2CC3CC1CC(C2)(C3)NC(=O)NC4=CC=C(C=C4)Cl
H8807,CCCCCC(=O)NCC1=CC=C(C=C1)Cl
H8808,C1C2CC3CC1CC(C2)(C3)NC(=O)C4=CC=CC=C4F
H8809,CC1=C(C=CC(=C1)NC(=O)NC2CCCCC2)Br
H8810,CC(C)(C)NC(=O)C1=CC=CC=C1F
H8811,CCCCCCN1C(=O)C(=CC2=CC=CC=C2F)SC1=S
H8812,CCCCCCN1C(=O)C(=CC2=CC=C(C=C2)Cl)SC1=S
H8813,C1CCN(CC1)CC(=O)NC2=CC=C(C=C2)Br
H8814,CC(C)(C)CC(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC1=CC=CC=C1Cl
H8815,CC(C)(C)CC(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC1=CC=C(C=C1)Cl
H8816,CC(C)(C)CC(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC1=CC=CC=C1Br
H8817,CC(C)(C)CC(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC1=CC=C(C=C1)Br
H8818,C1=CC(=CC=C1NC2C(=O)NC(=O)S2)Br
H8819,CC(C)CC(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC1=CC=CC=C1Br
H8820,CCN(CC)S(=O)(=O)C1=C(C=CC(=C1)C(=O)NCCO[N+](=O)O)Cl
H8821,C1CN(CCN1)C(=O)COC2=CC=CC=C2Cl
H8822,CC(C)SC1=C(C=CC(=C1)C(=O)O)Cl
H8823,C1CCN(CC1)S(=O)(=O)C2=C(C=CC(=C2)C(=O)O)Cl
H8824,CN(C)S(=O)(=O)C1=C(C=CC(=C1)C(=O)O)Cl
H8825,C1=CC(=C(C=C1C(=O)NCCO)S(=O)(=O)N)Cl
H8826,C1CC(N(C1)S(=O)(=O)C2=C(C=CC(=C2)C(=O)O)Cl)C(=O)O
H8827,C1CN(CCN1)S(=O)(=O)C2=CC=C(C=C2)Cl
H8828,COC(=O)C=C(C(=O)C1=CC=C(C=C1)Cl)Cl
H8829,COC(=O)C1=CC(=C(C=C1)Cl)S(=O)(=O)N
H8830,CCCN(CCC)S(=O)(=O)C1=C(C=CC(=C1)C(=O)O)Cl
H8831,CCCCCCCCCCCC(=O)C1=C(C(=CC=C1)Cl)O
H8832,CCCCCCCCCCCC(=NO)C1=C(C=CC(=C1)Cl)O
H8833,COC1=C(C=C(C=C1)Br)C=NNC(=O)CC2=NNC(=O)C2
H8834,C1C(=NNC1=O)CC(=O)NN=CC2=C(C=CC(=C2)Br)O
H8835,CCCCC(=O)NC(C1=CC=C(C=C1)Br)NC(=O)CCCC
H8836,C=CC(=O)NC(C1=CC=C(C=C1)Br)NC(=O)C=C
H8837,CCCCCCC(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC1=CC=CC=C1I
H8838,CCCCCCC(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC1=CC=C(C=C1)I
H8839,CCCCCCC(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC1=CC=CC=C1Br
H8840,CCCCCCC(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC1=CC=C(C=C1)F
H8841,C1C(=NNC1=O)CC(=O)NN=CC2=CC=CC=C2Cl
H8842,C1C(=NNC1=O)CC(=O)NN=CC2=CC=C(C=C2)Cl
H8843,C1C(=NNC1=O)CC(=O)NN=CC2=CC=C(C=C2)Br
H8844,C1C(=NNC1=O)CC(=O)NN=CC2=CC=CC=C2Br
H8845,CC1=C(C(=O)NC(=C1Cl)COC)C#N
H8846,CC(C=C)NC(=S)NNC1=NC(=NC=C1Cl)SC
H8847,COC1=C(C=C(C=C1)Br)C=NNC(=S)N
H8848,COC1=C(C=C(C=C1)Br)C=NN2CCOCC2
H8849,COC1=C(C=C(C=C1)Cl)C(=O)NN
H8850,COC1=C(C=C(C=C1)Cl)C(=O)N=C(N)N
H8851,CN=C(N)NC(=O)C1=C(C=CC(=C1)Cl)OC
H8852,CCOC(=O)C1=C(NC(=C(C1=O)Cl)C)C
H8853,CCOC(=O)C1=C(NC(=C(C1=O)Br)C)C
H8854,CC1=CC(=O)C(=C(N1)C)Cl
H8855,C1CCC(=NNC(=O)CNC2=CC(=CC=C2)Cl)CC1
H8856,C1CCC(=NNC(=O)C2=CC=CC=C2Br)CC1
H8857,C1CCC(=NNC(=O)CCC(=O)NC2=CC(=CC=C2)Cl)CC1
H8858,CC(C(=O)O)OC1=CC=C(C=C1)Cl
H8859,CC(C)(C)C1CCC(=NNC(=O)C2=CC=CC=C2I)CC1
H8860,CC1CCC(=NNC(=O)C(C)OC2=CC=C(C=C2)Br)CC1
H8861,C1=CC(=CC=C1NC(C(Cl)(Cl)Cl)NC(=O)CF)Cl
H8862,C1CS(=O)(=O)CC1NC(C(Cl)(Cl)Cl)NC(=O)C2=CC=C(C=C2)Br
H8863,CCOC(=O)CC1=C(N(N(C1=N)C)C)Cl
